name,trace_id,batch_id,status,latency,total_tokens,prompt_tokens,completion_tokens,total_cost,prompt_cost,completion_cost,parameters,processor,model
be90_tpu_sketch_generator,be907f31,phi4_5f04_tpusg_batch,success,37.74,4343,1654,2689,0.0,0,0,F,tpusg,phi4
275c_tpu_sketch_generator,275c389a,phi4_5f04_tpusg_batch,success,63.42,7449,2856,4593,0.0,0,0,F,tpusg,phi4
423b_tpu_sketch_generator,423bfa9e,phi4_5f04_tpusg_batch,success,13.87,1444,454,990,0.0,0,0,F,tpusg,phi4
ed1b_tpu_sketch_generator,ed1bf196,phi4_5f04_tpusg_batch,success,24.07,2800,1080,1720,0.0,0,0,F,tpusg,phi4
c749_tpu_sketch_generator,c749384b,phi4_5f04_tpusg_batch,success,51.72,5898,2272,3626,0.0,0,0,F,tpusg,phi4
35b0_tpu_sketch_generator,35b0cf0d,phi4_5f04_tpusg_batch,success,13.02,1327,454,873,0.0,0,0,F,tpusg,phi4
e392_tpu_sketch_generator,e392d87e,phi4_5f04_tpusg_batch,success,24.78,2811,1076,1735,0.0,0,0,F,tpusg,phi4
fd2a_tpu_sketch_generator,fd2a2a38,phi4_5f04_tpusg_batch,failure,62.8,7468,2941,4527,0.0,0,0,F,tpusg,phi4
b948_tpu_sketch_generator,b9486fb9,phi4_5f04_tpusg_batch,success,41.5,4659,1668,2991,0.0,0,0,F,tpusg,phi4
de5e_tpu_sketch_generator,de5e50c8,phi4_5f04_tpusg_batch,success,62.02,7432,2928,4504,0.0,0,0,F,tpusg,phi4
12d1_tpu_sketch_generator,12d17c7d,phi4_5f04_tpusg_batch,success,36.25,4265,1644,2621,0.0,0,0,F,tpusg,phi4
732f_tpu_sketch_generator,732fd66a,phi4_5f04_tpusg_batch,success,61.81,6876,2400,4476,0.0,0,0,F,tpusg,phi4
78c4_tpu_sketch_generator,78c4fedd,phi4_5f04_tpusg_batch,success,36.66,4260,1623,2637,0.0,0,0,F,tpusg,phi4
fb45_tpu_sketch_generator,fb4557bf,phi4_5f04_tpusg_batch,success,48.53,5818,2275,3543,0.0,0,0,F,tpusg,phi4
c164_tpu_sketch_generator,c16476f5,phi4_5f04_tpusg_batch,success,33.31,4111,1663,2448,0.0,0,0,F,tpusg,phi4
cd77_tpu_sketch_generator,cd778d6f,phi4_5f04_tpusg_batch,success,70.49,8232,3072,5160,0.0,0,0,F,tpusg,phi4
8260_tpu_sketch_generator,82606e8f,phi4_5f04_tpusg_batch,failure,61.46,7443,2921,4522,0.0,0,0,F,tpusg,phi4
186c_tpu_sketch_generator,186c9440,phi4_5f04_tpusg_batch,success,36.95,4414,1705,2709,0.0,0,0,F,tpusg,phi4
b014_tpu_sketch_generator,b0143601,phi4_5f04_tpusg_batch,failure,62.02,7571,3017,4554,0.0,0,0,F,tpusg,phi4
b7b9_tpu_sketch_generator,b7b91ae6,phi4_5f04_tpusg_batch,success,36.81,4342,1640,2702,0.0,0,0,F,tpusg,phi4
655a_tpu_sketch_generator,655a7a01,phi4_5f04_tpusg_batch,success,12.52,1368,454,914,0.0,0,0,F,tpusg,phi4
e0db_tpu_sketch_generator,e0dbe511,phi4_5f04_tpusg_batch,success,34.48,4149,1633,2516,0.0,0,0,F,tpusg,phi4
98d3_tpu_sketch_generator,98d31651,phi4_5f04_tpusg_batch,success,26.15,2962,1076,1886,0.0,0,0,F,tpusg,phi4
