name,trace_id,batch_id,status,latency,total_tokens,prompt_tokens,completion_tokens,total_cost,prompt_cost,completion_cost,parameters,processor,model,generation_count
92e3_py_sketch_generator,92e3c94d,qw32_1099_psg_batch,success,290.75,5752,4045,1707,0.0,0,0,F,psg,qw32,2
7801_py_sketch_generator,78011b7a,qw32_1099_psg_batch,success,263.66,5485,3941,1544,0.0,0,0,F,psg,qw32,2
817b_py_sketch_generator,817bd084,qw32_1099_psg_batch,success,162.24,2492,1514,978,0.0,0,0,F,psg,qw32,1
b38e_py_sketch_generator,b38ec372,qw32_1099_psg_batch,success,141.55,2397,1514,883,0.0,0,0,F,psg,qw32,1
2e37_py_sketch_generator,2e374335,qw32_1099_psg_batch,success,126.12,2301,1514,787,0.0,0,0,F,psg,qw32,1
cf6d_py_sketch_generator,cf6de523,qw32_1099_psg_batch,success,313.0,5988,4114,1874,0.0,0,0,F,psg,qw32,2
da13_py_sketch_generator,da137c50,qw32_1099_psg_batch,success,118.86,2222,1514,708,0.0,0,0,F,psg,qw32,1
f84b_py_sketch_generator,f84bcbd8,qw32_1099_psg_batch,success,126.12,2300,1514,786,0.0,0,0,F,psg,qw32,1
af13_py_sketch_generator,af13b982,qw32_1099_psg_batch,success,140.65,2390,1514,876,0.0,0,0,F,psg,qw32,1
d245_py_sketch_generator,d2459300,qw32_1099_psg_batch,success,327.63,6059,4095,1964,0.0,0,0,F,psg,qw32,2
fcf7_py_sketch_generator,fcf7dfb3,qw32_1099_psg_batch,success,128.16,2280,1514,766,0.0,0,0,F,psg,qw32,1
a8c6_py_sketch_generator,a8c60cf5,qw32_1099_psg_batch,success,123.72,2285,1514,771,0.0,0,0,F,psg,qw32,1
0739_py_sketch_generator,0739cd56,qw32_1099_psg_batch,success,304.2,5881,4060,1821,0.0,0,0,F,psg,qw32,2
66fb_py_sketch_generator,66fb9594,qw32_1099_psg_batch,success,107.05,2148,1514,634,0.0,0,0,F,psg,qw32,1
9bb2_py_sketch_generator,9bb2b909,qw32_1099_psg_batch,success,120.49,2265,1514,751,0.0,0,0,F,psg,qw32,1
689a_py_sketch_generator,689a6dc5,qw32_1099_psg_batch,success,156.19,2487,1514,973,0.0,0,0,F,psg,qw32,1
10ae_py_sketch_generator,10aea8c4,qw32_1099_psg_batch,success,121.28,2270,1514,756,0.0,0,0,F,psg,qw32,1
f0ba_py_sketch_generator,f0bac40d,qw32_1099_psg_batch,success,121.66,2272,1514,758,0.0,0,0,F,psg,qw32,1
6fdf_py_sketch_generator,6fdfd53a,qw32_1099_psg_batch,success,136.9,2367,1514,853,0.0,0,0,F,psg,qw32,1
2785_py_sketch_generator,27859139,qw32_1099_psg_batch,success,134.99,2355,1514,841,0.0,0,0,F,psg,qw32,1
129d_py_sketch_generator,129d5471,qw32_1099_psg_batch,success,481.26,9570,6687,2883,0.0,0,0,F,psg,qw32,3
0b41_py_sketch_generator,0b412ee1,qw32_1099_psg_batch,success,134.22,2318,1514,804,0.0,0,0,F,psg,qw32,1
8fb9_py_sketch_generator,8fb9b600,qw32_1099_psg_batch,success,111.27,2207,1514,693,0.0,0,0,F,psg,qw32,1
543e_py_sketch_generator,543e30f0,qw32_1099_psg_batch,success,109.89,2200,1514,686,0.0,0,0,F,psg,qw32,1
8f6c_py_sketch_generator,8f6c5931,qw32_1099_psg_batch,success,146.61,2427,1514,913,0.0,0,0,F,psg,qw32,1
4f39_py_sketch_generator,4f39528b,qw32_1099_psg_batch,success,127.31,2307,1514,793,0.0,0,0,F,psg,qw32,1
bce6_py_sketch_generator,bce6bbd6,qw32_1099_psg_batch,success,137.59,2371,1514,857,0.0,0,0,F,psg,qw32,1
49fa_py_sketch_generator,49fa4d9c,qw32_1099_psg_batch,success,113.14,2219,1514,705,0.0,0,0,F,psg,qw32,1
cad2_py_sketch_generator,cad25f17,qw32_1099_psg_batch,success,253.75,5459,3944,1515,0.0,0,0,F,psg,qw32,2
47db_sketch_generator,47dbc261,qw32_1099_sg_batch,failure,980.76,25051,19611,5440,0.0,0,0,F,sg,qw32,6
c3d7_sketch_generator,c3d7c804,qw32_1099_sg_batch,failure,1039.45,25486,19686,5800,0.0,0,0,F,sg,qw32,6
956b_sketch_generator,956bb9fb,qw32_1099_sg_batch,failure,1017.8,24140,18441,5699,0.0,0,0,F,sg,qw32,6
2595_sketch_generator,25954c57,qw32_1099_sg_batch,failure,1026.07,25408,19689,5719,0.0,0,0,F,sg,qw32,6
bcb9_sketch_generator,bcb9d720,qw32_1099_sg_batch,failure,1057.72,24558,18609,5949,0.0,0,0,F,sg,qw32,6
f0bb_sketch_generator,f0bb52f3,qw32_1099_sg_batch,failure,1088.19,25792,19696,6096,0.0,0,0,F,sg,qw32,6
85de_sketch_generator,85deb87c,qw32_1099_sg_batch,failure,996.59,24066,18498,5568,0.0,0,0,F,sg,qw32,6
158f_sketch_generator,158fa0fa,qw32_1099_sg_batch,failure,1008.44,24066,18409,5657,0.0,0,0,F,sg,qw32,6
f342_sketch_generator,f342d4e1,qw32_1099_sg_batch,failure,788.7,23398,19115,4283,0.0,0,0,F,sg,qw32,6
27a8_sketch_generator,27a8e06a,qw32_1099_sg_batch,failure,884.42,23373,18475,4898,0.0,0,0,F,sg,qw32,6
8811_sketch_generator,88113037,qw32_1099_sg_batch,failure,933.18,23646,18450,5196,0.0,0,0,F,sg,qw32,6
9633_sketch_generator,9633cf77,qw32_1099_sg_batch,failure,863.37,24387,19645,4742,0.0,0,0,F,sg,qw32,6
7bbd_sketch_generator,7bbdc0c6,qw32_1099_sg_batch,failure,918.03,23446,18345,5101,0.0,0,0,F,sg,qw32,6
3301_sketch_generator,3301e647,qw32_1099_sg_batch,failure,1050.43,25359,19496,5863,0.0,0,0,F,sg,qw32,6
b776_sketch_generator,b776cfc9,qw32_1099_sg_batch,failure,1002.24,25256,19695,5561,0.0,0,0,F,sg,qw32,6
6fea_sketch_generator,6fea10b7,qw32_1099_sg_batch,failure,1031.23,24245,18451,5794,0.0,0,0,F,sg,qw32,6
174c_sketch_generator,174c60a3,qw32_1099_sg_batch,failure,1037.24,25469,19693,5776,0.0,0,0,F,sg,qw32,6
18ad_sketch_generator,18ad3a69,qw32_1099_sg_batch,failure,1128.94,26031,19686,6345,0.0,0,0,F,sg,qw32,6
8039_sketch_generator,803990dd,qw32_1099_sg_batch,failure,1037.56,24508,18765,5743,0.0,0,0,F,sg,qw32,6
af91_sketch_generator,af91db5c,qw32_1099_sg_batch,failure,1111.83,25039,18785,6254,0.0,0,0,F,sg,qw32,6
af44_sketch_generator,af4457db,qw32_1099_sg_batch,failure,1087.71,24335,18214,6121,0.0,0,0,F,sg,qw32,6
096f_sketch_generator,096fe766,qw32_1099_sg_batch,failure,1055.75,24355,18430,5925,0.0,0,0,F,sg,qw32,6
d681_sketch_generator,d68195f3,qw32_1099_sg_batch,failure,1030.23,24321,18556,5765,0.0,0,0,F,sg,qw32,6
72f8_sketch_generator,72f8c237,qw32_edee_sg_batch,failure,987.08,23944,18496,5448,0.0,0,0,F,sg,qw32,6
a044_sketch_generator,a044a5e1,qw32_edee_sg_batch,failure,1051.89,25561,19699,5862,0.0,0,0,F,sg,qw32,6
8907_sketch_generator,89076314,qw32_edee_sg_batch,failure,1075.96,24672,18619,6053,0.0,0,0,F,sg,qw32,6
92a4_sketch_generator,92a45568,qw32_edee_sg_batch,failure,1108.32,24922,18665,6257,0.0,0,0,F,sg,qw32,6
f2cd_sketch_generator,f2cd605c,qw32_edee_sg_batch,failure,919.95,23530,18423,5107,0.0,0,0,F,sg,qw32,6
cf8d_sketch_generator,cf8d710b,qw32_edee_sg_batch,failure,1001.68,24184,18587,5597,0.0,0,0,F,sg,qw32,6
dcb4_sketch_generator,dcb4c431,qw32_edee_sg_batch,failure,1298.45,27078,19701,7377,0.0,0,0,F,sg,qw32,6
 e021_tpu_sketch_generator,e021989a,qw32_1099_tpusg_batch,success,553.86,10908,7729,3179,0.0,0,0,F,tpusg,qw32,3
3e26_tpu_sketch_generator,3e26ee7c,qw32_1099_tpusg_batch,failure,810.0,18126,13352,4774,0.0,0,0,F,tpusg,qw32,5
6a4d_tpu_sketch_generator,6a4d54a6,qw32_1099_tpusg_batch,success,549.39,10983,7755,3228,0.0,0,0,F,tpusg,qw32,3
b57c_tpu_sketch_generator,b57c5fb2,qw32_1099_tpusg_batch,failure,898.99,18929,13625,5304,0.0,0,0,F,tpusg,qw32,5
6b16_tpu_sketch_generator,6b1664e2,qw32_1099_tpusg_batch,success,161.6,2741,1778,963,0.0,0,0,F,tpusg,qw32,1
7405_tpu_sketch_generator,74055e6e,qw32_1099_tpusg_batch,success,141.06,2653,1778,875,0.0,0,0,F,tpusg,qw32,1
527e_tpu_sketch_generator,527e82bc,qw32_1099_tpusg_batch,success,312.81,6479,4622,1857,0.0,0,0,F,tpusg,qw32,2
b0a7_tpu_sketch_generator,b0a7fef5,qw32_1099_tpusg_batch,success,158.7,2723,1778,945,0.0,0,0,F,tpusg,qw32,1
dde0_tpu_sketch_generator,dde027e8,qw32_1099_tpusg_batch,success,155.09,2741,1778,963,0.0,0,0,F,tpusg,qw32,1
a043_tpu_sketch_generator,a043e603,qw32_1099_tpusg_batch,success,322.15,6563,4649,1914,0.0,0,0,F,tpusg,qw32,2
cb4e_tpu_sketch_generator,cb4e68f2,qw32_1099_tpusg_batch,success,354.1,6818,4750,2068,0.0,0,0,F,tpusg,qw32,2
7c39_tpu_sketch_generator,7c39d9d6,qw32_1099_tpusg_batch,success,143.0,2626,1778,848,0.0,0,0,F,tpusg,qw32,1
ba80_tpu_sketch_generator,ba800d76,qw32_1099_tpusg_batch,success,367.15,6986,4801,2185,0.0,0,0,F,tpusg,qw32,2
7d38_tpu_sketch_generator,7d38dffc,qw32_1099_tpusg_batch,failure,851.1,18394,13380,5014,0.0,0,0,F,tpusg,qw32,5
781d_tpu_sketch_generator,781d90da,qw32_1099_tpusg_batch,success,328.39,6604,4691,1913,0.0,0,0,F,tpusg,qw32,2
aad5_tpu_sketch_generator,aad56718,qw32_1099_tpusg_batch,failure,863.29,18474,13377,5097,0.0,0,0,F,tpusg,qw32,5
1fcb_tpu_sketch_generator,1fcbf0e8,qw32_1099_tpusg_batch,failure,744.06,17138,12745,4393,0.0,0,0,F,tpusg,qw32,5
96cf_tpu_sketch_generator,96cf6454,qw32_1099_tpusg_batch,success,171.86,2805,1778,1027,0.0,0,0,F,tpusg,qw32,1
29fb_tpu_sketch_generator,29fbab9b,qw32_1099_tpusg_batch,failure,909.2,19187,13788,5399,0.0,0,0,F,tpusg,qw32,5
5e5c_tpu_sketch_generator,5e5c6d2b,qw32_1099_tpusg_batch,success,150.16,2662,1778,884,0.0,0,0,F,tpusg,qw32,1
cf0a_tpu_sketch_generator,cf0a39a1,qw32_1099_tpusg_batch,success,351.71,6804,4711,2093,0.0,0,0,F,tpusg,qw32,2
e51c_tpu_sketch_generator,e51cfbab,qw32_1099_tpusg_batch,success,285.63,6189,4534,1655,0.0,0,0,F,tpusg,qw32,2
87fa_tpu_sketch_generator,87faa752,qw32_1099_tpusg_batch,success,178.15,2844,1778,1066,0.0,0,0,F,tpusg,qw32,1
f870_tpu_sketch_generator,f870b567,qw32_1099_tpusg_batch,success,640.43,14101,10293,3808,0.0,0,0,F,tpusg,qw32,4
a919_tpu_sketch_generator,a9192870,qw32_1099_tpusg_batch,success,150.06,2670,1778,892,0.0,0,0,F,tpusg,qw32,1
9e35_tpu_sketch_generator,9e3533fb,qw32_1099_tpusg_batch,success,283.43,6213,4532,1681,0.0,0,0,F,tpusg,qw32,2
3796_tpu_sketch_generator,3796848e,qw32_1099_tpusg_batch,success,155.89,2706,1778,928,0.0,0,0,F,tpusg,qw32,1
d076_tpu_sketch_generator,d076177f,qw32_1099_tpusg_batch,success,173.81,2856,1778,1078,0.0,0,0,F,tpusg,qw32,1
e678_tpu_sketch_generator,e6789e7f,qw32_1099_tpusg_batch,success,370.45,6984,4779,2205,0.0,0,0,F,tpusg,qw32,2
9b3e_tpu_sketch_generator,9b3e959d,qw32_1099_tpusg_batch,success,145.94,2636,1778,858,0.0,0,0,F,tpusg,qw32,1
