name,trace_id,batch_id,status,latency,total_tokens,prompt_tokens,completion_tokens,total_cost,prompt_cost,completion_cost,parameters,processor,model
4b56_tpusg,4b56bfe7,gemma3:27b_3888_tpusg,failure,139.66,15156,10158,4998,0,0,0,T,tpusg,gemma3
cc53_tpusg,cc5355e4,gemma3:27b_3888_tpusg,failure,141.68,15238,10158,5080,0,0,0,T,tpusg,gemma3
e1a3_tpusg,e1a3a526,gemma3:27b_3888_tpusg,failure,139.89,15165,10158,5007,0,0,0,T,tpusg,gemma3
e708_tpusg,e708870d,gemma3:27b_3888_tpusg,failure,142.12,15251,10158,5093,0,0,0,T,tpusg,gemma3
f327_tpusg,f3274386,gemma3:27b_3888_tpusg,failure,144.28,15334,10158,5176,0,0,0,T,tpusg,gemma3
3214_tpusg,3214bae8,gemma3:27b_3888_tpusg,failure,142.44,15266,10158,5108,0,0,0,T,tpusg,gemma3
776b_tpusg,776bf27e,gemma3:27b_3888_tpusg,failure,141.15,15217,10158,5059,0,0,0,T,tpusg,gemma3
3606_tpusg,3606e9b6,gemma3:27b_3888_tpusg,failure,141.93,15245,10158,5087,0,0,0,T,tpusg,gemma3
5389_tpusg,5389a702,gemma3:27b_3888_tpusg,failure,140.38,15185,10158,5027,0,0,0,T,tpusg,gemma3
b85b_tpusg,b85b420c,gemma3:27b_3888_tpusg,failure,143.96,15323,10158,5165,0,0,0,T,tpusg,gemma3
cff6_tpusg,cff6f658,gemma3:27b_3888_tpusg,failure,140.05,15172,10158,5014,0,0,0,T,tpusg,gemma3
3ac2_tpusg,3ac2fc95,gemma3:27b_3888_tpusg,failure,144.07,15330,10158,5172,0,0,0,T,tpusg,gemma3
b8cb_tpusg,b8cb9d7d,gemma3:27b_3888_tpusg,failure,141.22,15221,10158,5063,0,0,0,T,tpusg,gemma3
0ce2_tpusg,0ce248c5,gemma3:27b_3888_tpusg,failure,143.07,15290,10158,5132,0,0,0,T,tpusg,gemma3
4258_tpusg,4258ed9e,gemma3:27b_3888_tpusg,failure,146.82,15439,10158,5281,0,0,0,T,tpusg,gemma3
118a_tpusg,118aa0f6,gemma3:27b_3888_tpusg,failure,143.41,15304,10158,5146,0,0,0,T,tpusg,gemma3
7e09_pysg,7e09e5ca,gemma3:27b_85a9_psg,success,29.43,2474,1721,753,0,0,0,F,psg,gemma3
7096_pysg,70967abe,gemma3:27b_85a9_psg,success,26.9,2402,1721,681,0,0,0,F,psg,gemma3
c7c7_pysg,c7c7a19c,gemma3:27b_85a9_psg,success,117.81,10866,7865,3001,0,0,0,F,psg,gemma3
3512_pysg,3512ece5,gemma3:27b_85a9_psg,success,58.1,5239,3769,1470,0,0,0,F,psg,gemma3
d593_pysg,d593f7be,gemma3:27b_85a9_psg,success,74.53,7663,5817,1846,0,0,0,F,psg,gemma3
6801_pysg,680129e7,gemma3:27b_85a9_psg,success,48.99,4980,3769,1211,0,0,0,F,psg,gemma3
0642_pysg,06426652,gemma3:27b_85a9_psg,success,107.26,10553,7865,2688,0,0,0,F,psg,gemma3
43f8_pysg,43f8973c,gemma3:27b_85a9_psg,success,51.91,5063,3769,1294,0,0,0,F,psg,gemma3
be09_pysg,be0964f2,gemma3:27b_85a9_psg,failure,133.95,13268,9913,3355,0,0,0,F,psg,gemma3
d64c_pysg,d64c73a8,gemma3:27b_85a9_psg,success,53.33,5108,3769,1339,0,0,0,F,psg,gemma3
601f_pysg,601f66ef,gemma3:27b_85a9_psg,failure,154.08,13823,9913,3910,0,0,0,F,psg,gemma3
b2b6_pysg,b2b6ed9f,gemma3:27b_85a9_psg,failure,138.99,13401,9913,3488,0,0,0,F,psg,gemma3
d567_pysg,d567c385,gemma3:27b_85a9_psg,failure,143.22,13522,9913,3609,0,0,0,F,psg,gemma3
6317_pysg,63178875,gemma3:27b_85a9_psg,success,30.7,2502,1721,781,0,0,0,F,psg,gemma3
c62b_pysg,c62b818c,gemma3:27b_85a9_psg,success,33.04,2567,1721,846,0,0,0,F,psg,gemma3
6b4d_pysg,6b4d5e9d,gemma3:27b_85a9_psg,success,102.87,10434,7865,2569,0,0,0,F,psg,gemma3
65e6_pysg,65e6c10d,gemma3:27b_85a9_psg,success,29.74,2473,1721,752,0,0,0,F,psg,gemma3
7402_pysg,7402d69f,gemma3:27b_85a9_psg,failure,155.17,13863,9913,3950,0,0,0,F,psg,gemma3
62e3_pysg,62e3c7b1,gemma3:27b_85a9_psg,success,74.35,7669,5817,1852,0,0,0,F,psg,gemma3
4fad_pysg,4faddf4b,gemma3:27b_85a9_psg,success,116.88,10827,7865,2962,0,0,0,F,psg,gemma3
51bc_pysg,51bce0b7,gemma3:27b_85a9_psg,success,90.73,8121,5817,2304,0,0,0,F,psg,gemma3
a5df_pysg,a5dfc0bb,gemma3:27b_85a9_psg,success,92.11,8155,5817,2338,0,0,0,F,psg,gemma3
02c6_pysg,02c6b383,gemma3:27b_85a9_psg,success,62.03,5358,3769,1589,0,0,0,F,psg,gemma3
50e5_pysg,50e5a722,gemma3:27b_85a9_psg,failure,129.44,13169,9913,3256,0,0,0,F,psg,gemma3
3ce1_pysg,3ce1cbb5,gemma3:27b_85a9_psg,success,78.83,7808,5817,1991,0,0,0,F,psg,gemma3
bb62_pysg,bb629a0c,gemma3:27b_85a9_psg,success,91.58,8163,5817,2346,0,0,0,F,psg,gemma3
45b2_pysg,45b2415d,gemma3:27b_85a9_psg,success,87.51,8026,5817,2209,0,0,0,F,psg,gemma3
6258_pysg,625856e4,gemma3:27b_85a9_psg,success,58.78,5251,3769,1482,0,0,0,F,psg,gemma3
047e_pysg,047efb99,gemma3:27b_85a9_psg,success,49.42,5001,3769,1232,0,0,0,F,psg,gemma3
e400_pysg,e400a4dc,gemma3:27b_85a9_psg,success,32.92,2565,1721,844,0,0,0,F,psg,gemma3
